event,op,regret,acc,eps_converted,delta_total,eps_remaining
172,calibrate,0.0,0.5418233604805093,0.0,1e-05,1.0
173,calibrate,0.0,0.06957604323895872,0.0,1e-05,1.0
174,calibrate,0.0,0.41020339013507456,0.0,1e-05,1.0
175,calibrate,0.0,0.3789076305078294,0.0,1e-05,1.0
176,calibrate,0.0,0.1433853195295065,0.0,1e-05,1.0
177,calibrate,0.0,0.006308869699794162,0.0,1e-05,1.0
178,calibrate,0.0,0.37341346197909486,0.0,1e-05,1.0
179,calibrate,0.0,0.03773107664388409,0.0,1e-05,1.0
180,calibrate,0.0,0.12664846282134956,0.0,1e-05,1.0
181,calibrate,0.0,0.5748876623552084,0.0,1e-05,1.0
182,calibrate,0.0,0.5152513194420516,0.0,1e-05,1.0
183,calibrate,0.0,0.4726552350841722,0.0,1e-05,1.0
184,calibrate,0.0,0.09378126411824805,0.0,1e-05,1.0
185,calibrate,0.0,0.010864819494740274,0.0,1e-05,1.0
186,calibrate,0.0,0.2228098925710459,0.0,1e-05,1.0
187,calibrate,0.0,0.474448885824283,0.0,1e-05,1.0
188,calibrate,0.0,0.10845401655300968,0.0,1e-05,1.0
189,calibrate,0.0,0.5278727353362194,0.0,1e-05,1.0
190,calibrate,0.0,0.23278733377649363,0.0,1e-05,1.0
191,calibrate,0.0,0.0016478223812210757,0.0,1e-05,1.0
192,calibrate,0.0,0.8808284289308688,0.0,1e-05,1.0
193,calibrate,0.0,0.5115515112153732,0.0,1e-05,1.0
194,calibrate,0.0,0.17585010428493142,0.0,1e-05,1.0
195,calibrate,0.0,0.49865331536159463,0.0,1e-05,1.0
196,calibrate,0.0,0.23523200944005218,0.0,1e-05,1.0
197,calibrate,0.0,0.4258277968188935,0.0,1e-05,1.0
198,calibrate,0.0,0.13346819141413957,0.0,1e-05,1.0
199,calibrate,0.0,0.1767230354670155,0.0,1e-05,1.0
200,calibrate,0.0,0.036427464420360156,0.0,1e-05,1.0
201,calibrate,0.0,0.17525971327877166,0.0,1e-05,1.0
202,calibrate,0.0,0.5843326902231349,0.0,1e-05,1.0
203,calibrate,0.0,0.28365885662555446,0.0,1e-05,1.0
204,calibrate,0.0,0.18900700980214635,0.0,1e-05,1.0
205,calibrate,0.0,0.17694759921553693,0.0,1e-05,1.0
206,calibrate,0.0,0.4819745316385129,0.0,1e-05,1.0
207,calibrate,0.0,0.2917496859015216,0.0,1e-05,1.0
208,calibrate,0.0,0.3338550172776049,0.0,1e-05,1.0
209,calibrate,0.0,0.20186159910101453,0.0,1e-05,1.0
210,calibrate,0.0,0.03466608860484488,0.0,1e-05,1.0
211,calibrate,0.0,0.44425084426697925,0.0,1e-05,1.0
212,calibrate,0.0,0.11920784324807787,0.0,1e-05,1.0
213,calibrate,0.0,0.6753669637180673,0.0,1e-05,1.0
214,calibrate,0.0,0.15705685009917492,0.0,1e-05,1.0
215,calibrate,0.0,0.2077218736860198,0.0,1e-05,1.0
216,calibrate,0.0,0.06485625711968801,0.0,1e-05,1.0
217,calibrate,0.0,0.2425625337497035,0.0,1e-05,1.0
218,calibrate,0.0,0.0925920196836234,0.0,1e-05,1.0
219,calibrate,0.0,0.512607832274885,0.0,1e-05,1.0
220,calibrate,0.0,0.09800015201925039,0.0,1e-05,1.0
221,calibrate,0.0,0.23919012532652195,0.0,1e-05,1.0
222,calibrate,0.0,0.2514727465012747,0.0,1e-05,1.0
223,calibrate,0.0,0.058500170601185175,0.0,1e-05,1.0
224,calibrate,0.0,0.0028537142544182714,0.0,1e-05,1.0
225,calibrate,0.0,0.2000593702529665,0.0,1e-05,1.0
226,calibrate,0.0,0.0653115617233535,0.0,1e-05,1.0
227,calibrate,0.0,0.09867457732797025,0.0,1e-05,1.0
228,calibrate,0.0,0.22650749623026467,0.0,1e-05,1.0
229,calibrate,0.0,0.01963373836980864,0.0,1e-05,1.0
230,calibrate,0.0,0.2423184646930876,0.0,1e-05,1.0
231,calibrate,0.0,0.22545603289743976,0.0,1e-05,1.0
232,calibrate,0.0,0.025260477917981916,0.0,1e-05,1.0
233,calibrate,0.0,0.10779805294710121,0.0,1e-05,1.0
234,calibrate,0.0,0.40995783832262367,0.0,1e-05,1.0
235,calibrate,0.0,0.19506782180448567,0.0,1e-05,1.0
236,calibrate,0.0,0.08299026721178748,0.0,1e-05,1.0
237,calibrate,0.0,0.20029384295867136,0.0,1e-05,1.0
238,calibrate,0.0,0.10520948490484461,0.0,1e-05,1.0
239,calibrate,0.0,0.10439068796378148,0.0,1e-05,1.0
240,calibrate,0.0,0.32493260780123,0.0,1e-05,1.0
241,calibrate,0.0,0.10476790921608536,0.0,1e-05,1.0
242,calibrate,0.0,0.11352906039370714,0.0,1e-05,1.0
243,calibrate,0.0,0.1558887219251186,0.0,1e-05,1.0
244,calibrate,0.0,0.1455876226569588,0.0,1e-05,1.0
245,calibrate,0.0,0.28772104019585765,0.0,1e-05,1.0
246,calibrate,0.0,0.17388323517069848,0.0,1e-05,1.0
247,calibrate,0.0,0.23818431600555046,0.0,1e-05,1.0
248,calibrate,0.0,0.040905530345606955,0.0,1e-05,1.0
249,calibrate,0.0,0.23900577656122124,0.0,1e-05,1.0
250,calibrate,0.0,0.13709606451708556,0.0,1e-05,1.0
251,calibrate,0.0,0.2551073638283471,0.0,1e-05,1.0
252,calibrate,0.0,0.15965196507182977,0.0,1e-05,1.0
253,calibrate,0.0,0.22477374944659578,0.0,1e-05,1.0
254,calibrate,0.0,0.10098010808387992,0.0,1e-05,1.0
255,calibrate,0.0,0.46185229617264767,0.0,1e-05,1.0
256,calibrate,0.0,0.03481977632807509,0.0,1e-05,1.0
257,calibrate,0.0,0.13224724559544598,0.0,1e-05,1.0
258,calibrate,0.0,0.2902512418892367,0.0,1e-05,1.0
259,calibrate,0.0,0.17927519528379676,0.0,1e-05,1.0
260,calibrate,0.0,0.07074558131813813,0.0,1e-05,1.0
261,calibrate,0.0,0.43586962740544566,0.0,1e-05,1.0
262,calibrate,0.0,0.3435682161359068,0.0,1e-05,1.0
263,calibrate,0.0,0.25361323108889255,0.0,1e-05,1.0
264,calibrate,0.0,0.036567106810747596,0.0,1e-05,1.0
265,calibrate,0.0,0.07151831964172617,0.0,1e-05,1.0
266,calibrate,0.0,0.30346829123889973,0.0,1e-05,1.0
267,calibrate,0.0,0.11601595155966038,0.0,1e-05,1.0
268,calibrate,0.0,0.15690167867020666,0.0,1e-05,1.0
269,calibrate,0.0,0.1470884665015868,0.0,1e-05,1.0
270,calibrate,0.0,0.13071050809638152,0.0,1e-05,1.0
271,calibrate,0.0,0.43082379129425963,0.0,1e-05,1.0
272,calibrate,0.0,0.15976261417562387,0.0,1e-05,1.0
273,calibrate,0.0,0.3899213158113821,0.0,1e-05,1.0
274,calibrate,0.0,0.18085879342842937,0.0,1e-05,1.0
275,calibrate,0.0,0.20311699668283367,0.0,1e-05,1.0
276,calibrate,0.0,0.02368137649921742,0.0,1e-05,1.0
277,calibrate,0.0,0.032166254921418,0.0,1e-05,1.0
278,calibrate,0.0,0.117648403093503,0.0,1e-05,1.0
279,calibrate,0.0,0.04454934187951487,0.0,1e-05,1.0
280,calibrate,0.0,0.056938966115332335,0.0,1e-05,1.0
281,calibrate,0.0,0.6313894796094155,0.0,1e-05,1.0
282,calibrate,0.0,0.3891339020398157,0.0,1e-05,1.0
283,calibrate,0.0,0.2442571356872012,0.0,1e-05,1.0
284,calibrate,0.0,0.18250415583623525,0.0,1e-05,1.0
285,calibrate,0.0,0.4503434157878612,0.0,1e-05,1.0
286,calibrate,0.0,0.005307711535436077,0.0,1e-05,1.0
287,calibrate,0.0,0.191192278591231,0.0,1e-05,1.0
288,calibrate,0.0,0.026657189837329565,0.0,1e-05,1.0
289,calibrate,0.0,0.34961706995169495,0.0,1e-05,1.0
290,calibrate,0.0,0.003897490237127599,0.0,1e-05,1.0
291,calibrate,0.0,0.32155139918468123,0.0,1e-05,1.0
292,calibrate,0.0,0.4875242311877952,0.0,1e-05,1.0
293,calibrate,0.0,0.18665710245837053,0.0,1e-05,1.0
294,calibrate,0.0,0.2784057337668311,0.0,1e-05,1.0
295,calibrate,0.0,0.0764931737208343,0.0,1e-05,1.0
296,calibrate,0.0,0.20672271922007202,0.0,1e-05,1.0
297,calibrate,0.0,0.5492761205048843,0.0,1e-05,1.0
298,calibrate,0.0,0.1149837522007644,0.0,1e-05,1.0
299,calibrate,0.0,0.22866952289438203,0.0,1e-05,1.0
300,calibrate,0.0,0.05411916065166622,0.0,1e-05,1.0
301,calibrate,0.0,0.3154566593165541,0.0,1e-05,1.0
302,calibrate,0.0,0.15568247902480914,0.0,1e-05,1.0
303,calibrate,0.0,0.04872106135501486,0.0,1e-05,1.0
304,calibrate,0.0,0.07320287469903874,0.0,1e-05,1.0
305,calibrate,0.0,0.2501440746416126,0.0,1e-05,1.0
306,calibrate,0.0,0.25860803787895525,0.0,1e-05,1.0
307,calibrate,0.0,0.08853857035852819,0.0,1e-05,1.0
308,calibrate,0.0,0.15127518089415637,0.0,1e-05,1.0
309,calibrate,0.0,0.08446564959774339,0.0,1e-05,1.0
310,calibrate,0.0,0.2853527989916671,0.0,1e-05,1.0
311,calibrate,0.0,0.1784839603307391,0.0,1e-05,1.0
312,calibrate,0.0,0.1488004624334549,0.0,1e-05,1.0
313,calibrate,0.0,0.16227615823844932,0.0,1e-05,1.0
314,calibrate,0.0,0.12482096165693868,0.0,1e-05,1.0
315,calibrate,0.0,0.0021667906716791308,0.0,1e-05,1.0
316,calibrate,0.0,0.2989437205825296,0.0,1e-05,1.0
317,calibrate,0.0,0.07601168124615976,0.0,1e-05,1.0
318,calibrate,0.0,0.3027245086545802,0.0,1e-05,1.0
319,calibrate,0.0,0.06611367961478987,0.0,1e-05,1.0
320,calibrate,0.0,0.03880773953637906,0.0,1e-05,1.0
321,calibrate,0.0,0.18015543350914776,0.0,1e-05,1.0
322,calibrate,0.0,0.16039270730329003,0.0,1e-05,1.0
323,calibrate,0.0,0.056152599476210874,0.0,1e-05,1.0
324,calibrate,0.0,0.043123354346018994,0.0,1e-05,1.0
325,calibrate,0.0,0.027049857142182,0.0,1e-05,1.0
326,calibrate,0.0,0.11871653586345587,0.0,1e-05,1.0
327,calibrate,0.0,0.057556966166437906,0.0,1e-05,1.0
328,calibrate,0.0,0.22807707297568713,0.0,1e-05,1.0
329,calibrate,0.0,0.202449160797477,0.0,1e-05,1.0
330,calibrate,0.0,0.21187045032586838,0.0,1e-05,1.0
331,calibrate,0.0,0.06348289776869454,0.0,1e-05,1.0
332,calibrate,0.0,0.06262133437424477,0.0,1e-05,1.0
333,calibrate,0.0,0.09276542842598356,0.0,1e-05,1.0
334,calibrate,0.0,0.19483061206204955,0.0,1e-05,1.0
335,calibrate,0.0,0.11281411607360692,0.0,1e-05,1.0
336,calibrate,0.0,0.18202787846810597,0.0,1e-05,1.0
337,calibrate,0.0,0.21569723482092273,0.0,1e-05,1.0
338,calibrate,0.0,0.18972512834149935,0.0,1e-05,1.0
339,calibrate,0.0,0.0823829272358998,0.0,1e-05,1.0
340,calibrate,0.0,0.2509587854955722,0.0,1e-05,1.0
341,calibrate,0.0,0.019428332365914347,0.0,1e-05,1.0
342,calibrate,0.0,0.093825155944804,0.0,1e-05,1.0
343,calibrate,0.0,0.18548482948778355,0.0,1e-05,1.0
344,calibrate,0.0,0.007054394459787616,0.0,1e-05,1.0
345,calibrate,0.0,0.022852127775025544,0.0,1e-05,1.0
346,calibrate,0.0,0.18145839371092398,0.0,1e-05,1.0
347,calibrate,0.0,0.07734020586094825,0.0,1e-05,1.0
348,calibrate,0.0,0.14326615619316607,0.0,1e-05,1.0
349,calibrate,0.0,0.275550211458957,0.0,1e-05,1.0
350,calibrate,0.0,0.12367349206719114,0.0,1e-05,1.0
351,calibrate,0.0,0.1325706991616773,0.0,1e-05,1.0
352,calibrate,0.0,0.380236398635315,0.0,1e-05,1.0
353,calibrate,0.0,0.02091611457864806,0.0,1e-05,1.0
354,calibrate,0.0,0.04796439311784528,0.0,1e-05,1.0
355,calibrate,0.0,0.11529327012666635,0.0,1e-05,1.0
356,calibrate,0.0,0.041347070494658134,0.0,1e-05,1.0
357,calibrate,0.0,0.035292240415088605,0.0,1e-05,1.0
358,calibrate,0.0,0.31855836644243674,0.0,1e-05,1.0
359,calibrate,0.0,0.19899886348677143,0.0,1e-05,1.0
360,calibrate,0.0,0.28450466332595614,0.0,1e-05,1.0
361,calibrate,0.0,0.14332581087849272,0.0,1e-05,1.0
362,calibrate,0.0,0.47461830177784936,0.0,1e-05,1.0
363,calibrate,0.0,0.1307230652310416,0.0,1e-05,1.0
364,calibrate,0.0,0.43832819363977427,0.0,1e-05,1.0
365,calibrate,0.0,0.1710231597519174,0.0,1e-05,1.0
366,calibrate,0.0,0.12737559979759006,0.0,1e-05,1.0
367,calibrate,0.0,0.09738510388733879,0.0,1e-05,1.0
368,calibrate,0.0,0.1533661380974083,0.0,1e-05,1.0
369,calibrate,0.0,0.045342537639567304,0.0,1e-05,1.0
370,calibrate,0.0,0.026755058061024073,0.0,1e-05,1.0
371,calibrate,0.0,0.1129925553719624,0.0,1e-05,1.0
372,calibrate,0.0,0.30556469399883746,0.0,1e-05,1.0
373,calibrate,0.0,0.003398196420956179,0.0,1e-05,1.0
374,calibrate,0.0,0.15128519332287027,0.0,1e-05,1.0
375,calibrate,0.0,0.10432386772451618,0.0,1e-05,1.0
376,calibrate,0.0,0.14453299997226488,0.0,1e-05,1.0
377,calibrate,0.0,0.29690790714427173,0.0,1e-05,1.0
378,calibrate,0.0,0.12841073272355663,0.0,1e-05,1.0
379,calibrate,0.0,0.023192164773305546,0.0,1e-05,1.0
380,calibrate,0.0,0.13226078118418094,0.0,1e-05,1.0
381,calibrate,0.0,0.1268921731169006,0.0,1e-05,1.0
382,calibrate,0.0,0.030077246365628696,0.0,1e-05,1.0
383,calibrate,0.0,0.12237357123187909,0.0,1e-05,1.0
384,calibrate,0.0,0.24995510137848775,0.0,1e-05,1.0
385,calibrate,0.0,0.082942499206764,0.0,1e-05,1.0
386,calibrate,0.0,0.04438197038631575,0.0,1e-05,1.0
387,calibrate,0.0,0.37900150286352374,0.0,1e-05,1.0
388,calibrate,0.0,0.0038745552899932534,0.0,1e-05,1.0
389,calibrate,0.0,0.3225559832412479,0.0,1e-05,1.0
390,calibrate,0.0,0.37855270700143606,0.0,1e-05,1.0
391,calibrate,0.0,0.0841745560285081,0.0,1e-05,1.0
392,calibrate,0.0,0.09730697616110362,0.0,1e-05,1.0
393,calibrate,0.0,0.0798344531369084,0.0,1e-05,1.0
394,calibrate,0.0,0.3295509917771309,0.0,1e-05,1.0
395,calibrate,0.0,0.1333415640669309,0.0,1e-05,1.0
396,calibrate,0.0,0.07462077782997256,0.0,1e-05,1.0
397,calibrate,0.0,0.09017288051458183,0.0,1e-05,1.0
398,calibrate,0.0,0.023038399498180873,0.0,1e-05,1.0
399,calibrate,0.0,0.12196009696936905,0.0,1e-05,1.0
400,calibrate,0.0,0.12099305690757767,0.0,1e-05,1.0
401,calibrate,0.0,0.006198438815785856,0.0,1e-05,1.0
402,calibrate,0.0,0.03160370600008244,0.0,1e-05,1.0
403,calibrate,0.0,0.20094835631182573,0.0,1e-05,1.0
404,calibrate,0.0,0.02032275352306634,0.0,1e-05,1.0
405,calibrate,0.0,0.05392316435516298,0.0,1e-05,1.0
406,calibrate,0.0,0.06532899671351089,0.0,1e-05,1.0
407,calibrate,0.0,0.2559214784681756,0.0,1e-05,1.0
408,calibrate,0.0,0.23137122588368952,0.0,1e-05,1.0
409,calibrate,0.0,0.4994002302076206,0.0,1e-05,1.0
410,calibrate,0.0,0.12060696044168906,0.0,1e-05,1.0
411,calibrate,0.0,0.07110920874572413,0.0,1e-05,1.0
412,calibrate,0.0,0.23305208570207026,0.0,1e-05,1.0
413,calibrate,0.0,0.060927650873654926,0.0,1e-05,1.0
414,calibrate,0.0,0.37111092680899294,0.0,1e-05,1.0
415,calibrate,0.0,0.2317082203533134,0.0,1e-05,1.0
416,calibrate,0.0,0.08648377799646467,0.0,1e-05,1.0
417,calibrate,0.0,0.1925696235058041,0.0,1e-05,1.0
418,calibrate,0.0,0.0685890395644051,0.0,1e-05,1.0
419,calibrate,0.0,0.15438790600897612,0.0,1e-05,1.0
420,calibrate,0.0,0.07781838503007954,0.0,1e-05,1.0
421,calibrate,0.0,0.1266534984575055,0.0,1e-05,1.0
422,calibrate,0.0,0.06377532201600555,0.0,1e-05,1.0
423,calibrate,0.0,0.21810946781034524,0.0,1e-05,1.0
