event,op,regret,acc,eps_spent,capacity_remaining
0,calibrate,0.0,0.28252324923233213,0.0,inf
1,calibrate,0.0,0.5684827239830983,0.0,inf
2,calibrate,0.0,4.095803214617698,0.0,inf
3,calibrate,0.0,2.0211913460941644,0.0,inf
4,calibrate,0.0,0.9388816730883606,0.0,inf
5,calibrate,0.0,2.191248548855324,0.0,inf
6,calibrate,0.0,1.8389841990798133,0.0,inf
7,calibrate,0.0,8.44704734090671,0.0,inf
8,calibrate,0.0,0.336013294119478,0.0,inf
9,calibrate,0.0,4.942117046905912,0.0,inf
10,insert,20.85671421116572,6.458593377998915,0.0,inf
11,insert,20.886464511494317,0.24392744957710955,0.0,inf
12,insert,20.886736456251956,0.023321438962437213,0.0,inf
13,insert,22.55521467958705,1.8267338193262281,0.0,inf
14,insert,22.956094495284837,0.895410314546119,0.0,inf
15,insert,27.449293305071013,2.9977320793513806,0.0,inf
16,insert,27.945559518228432,0.9962592164265464,0.0,inf
17,insert,27.94866460968181,0.07880471373435394,0.0,inf
18,insert,39.866568897704795,4.882193008889137,0.0,inf
19,insert,41.04872002808864,1.5376287785963458,0.0,inf
20,insert,42.44817312830447,1.6729931860087364,0.0,inf
21,insert,43.05131756275055,1.098311826801553,0.0,inf
22,insert,49.71042749026433,3.649413631671199,0.0,inf
23,insert,49.78496028622962,0.3860901344642005,0.0,inf
24,insert,50.2860482756799,1.0010873982328263,0.0,inf
25,insert,51.13056033621053,1.2996246077468887,0.0,inf
26,insert,51.29203357407282,0.5682837985765365,0.0,inf
27,insert,56.067504952350774,3.090459958736872,0.0,inf
28,insert,56.06766619840336,0.01795806518445625,0.0,inf
29,insert,56.38711747133575,0.7993137968687751,0.0,inf
30,insert,59.98752428569144,2.683433179475761,0.0,inf
31,insert,63.37966264364564,2.604664415219048,0.0,inf
32,insert,63.9217438831118,1.0412312322113304,0.0,inf
33,insert,75.39773246015861,4.790822179343918,0.0,inf
34,insert,77.49435451255064,2.047741220170186,0.0,inf
35,insert,79.88891418377939,2.1884056622247847,0.0,inf
36,insert,79.94528870802746,0.3357812509598386,0.0,inf
37,insert,85.37793531280946,3.2962544212429954,0.0,inf
38,insert,85.69676769080475,0.7985391386717233,0.0,inf
39,insert,86.36988424707009,1.1602728612402697,0.0,inf
40,insert,87.14224376699374,1.2428672655787962,0.0,inf
41,insert,87.90587546505319,1.2358249860392425,0.0,inf
42,insert,88.41282924878357,1.0069297728544693,0.0,inf
43,insert,90.252968358527,1.9184051239211373,0.0,inf
44,insert,90.43800184995149,0.6083313101008173,0.0,inf
45,insert,90.65891684384047,0.6647029319763664,0.0,inf
46,insert,91.10993266483499,0.9497534637941767,0.0,inf
47,insert,91.93287643143067,1.2829214836424558,0.0,inf
48,insert,98.35645673224508,3.584293598692608,0.0,inf
49,insert,98.58450022873397,0.6753421303145424,0.0,inf
