step,regret
22900,32941397.59465514
23000,32940199.513554357
23100,32941880.17811303
23200,32943791.853671197
23300,32945826.43670635
23400,32945360.59484065
23500,32943571.038846787
23600,32944189.247133184
23700,32945786.084503535
23800,32944444.554837056
23900,32946553.516450286
24000,32947120.463839862
24100,32946252.270027008
24200,32946947.925068855
24300,32948458.26865887
24400,32949874.035186127
24500,32948239.283668794
24600,32949875.268026114
24700,32949729.570505314
24800,32950174.342617784
24900,32950737.35638217
25000,32950256.87906396
25100,32950733.48792577
25200,32950002.63971927
25300,32951876.51836988
25400,32952145.51118137
25500,32953805.37946174
25600,32952575.75531002
25700,32952731.748788238
25800,32952709.75296038
25900,32953077.02836538
26000,32953326.916249428
26100,32954483.531260185
26200,32954983.600986637
26300,32954528.11258488
26400,32954964.47894125
26500,32955881.353444196
26600,32956316.337451033
26700,32956841.94325243
26800,32957248.3789596
26900,32958184.118201125
27000,32958089.26821049
27100,32958668.433778614
27200,32959472.73447587
27300,32959528.0865984
27400,32960183.25947169
27500,32960019.952947225
27600,32960935.384138044
27700,32960813.85477028
27800,32961457.348864526
27900,32962259.696079608
28000,32961887.09034694
28100,32962688.301624358
28200,32963613.727859102
28300,32963731.447440907
28400,32964505.897232797
28500,32964416.35585363
28600,32965385.982475325
28700,32965403.920483347
28800,32966279.262581762
28900,32966375.42155984
29000,32966508.09578909
29100,32967454.168531027
29200,32967835.462520964
29300,32968162.661290046
29400,32968316.083822165
29500,32969290.977112245
29600,32969456.315410797
29700,32970195.846394524
29800,32970146.10189829
29900,32971067.470854037
30000,32971311.628391113
30100,32971899.219608374
30200,32972346.31784243
30300,32972808.302907363
30400,32972860.08740328
30500,32973393.936117277
30600,32973810.369282626
30700,32974416.00412581
30800,32975144.5765382
30900,32975287.103680644
31000,32975558.205489986
31100,32976362.723077837
31200,32976905.93193156
31300,32977217.834515993
31400,32977649.799812164
31500,32977990.04398834
31600,32978492.856854916
31700,32978957.889104802
31800,32979412.885177672
31900,32979850.73328924
32000,32980375.563418474
32100,32980951.925707325
32200,32981357.26453078
32300,32981905.92341378
32400,32982329.181709416
32500,32982543.03865135
32600,32983389.178585995
32700,32983806.904903885
32800,32984409.005637027
32900,32984786.48051927
33000,32985265.66972317
33100,32985663.949852
33200,32986146.91576142
33300,32986550.108443365
33400,32987161.389086243
33500,32987355.974926822
33600,32987999.29538968
33700,32988373.90597662
33800,32988859.887497403
33900,32989434.38153477
34000,32989781.63801957
34100,32990199.35999076
34200,32990681.166642874
34300,32991158.796749815
34400,32991572.117702913
34500,32992114.884805597
34600,32992409.07708986
34700,32993071.243830014
34800,32993370.17649707
34900,32993858.762888987
35000,32994271.887452863
35100,32994721.734096102
35200,32995126.352634527
35300,32995658.935933903
35400,32996021.872479346
35500,32996486.05565392
35600,32996945.52052296
35700,32997474.995721083
35800,32997853.793023836
35900,32998274.351799667
36000,32998804.72731918
36100,32999258.18326807
36200,32999772.16069671
36300,33000233.570573796
36400,33000697.174379725
36500,33001073.643538624
36600,33001513.115928125
36700,33001962.135624353
36800,33002444.50008862
36900,33002934.027888738
37000,33003370.45868467
37100,33003784.01480608
37200,33004282.311360486
37300,33004747.222102333
37400,33005236.195518337
37500,33005672.244934298
37600,33006216.518948372
37700,33006652.203640807
37800,33007055.206012316
37900,33007541.584741052
38000,33008016.570610307
38100,33008477.56299795
38200,33008985.845483687
38300,33009355.15427597
38400,33009846.238086373
38500,33010267.51904187
38600,33010703.14257871
38700,33011098.432221882
38800,33011469.40732713
38900,33011945.839303855
39000,33012305.816641543
39100,33012780.627166357
39200,33013201.834377166
39300,33013659.867113046
39400,33014154.353825714
39500,33014627.39972993
39600,33015096.8928456
39700,33015572.32426784
39800,33016035.873293903
39900,33016531.661607355
40000,33017001.135345552
40100,33017436.12586322
40200,33017888.615912087
40300,33018356.304290753
40400,33018851.72089924
40500,33019291.568255596
40600,33019703.10884894
40700,33020171.499115076
40800,33020600.21495889
40900,33021037.66606162
41000,33021437.895278268
41100,33021978.522238806
41200,33022440.932656165
41300,33022942.722603474
41400,33023397.472125534
41500,33023870.931958918
41600,33024271.52593339
41700,33024712.020812083
41800,33025115.680696994
41900,33025578.516466685
42000,33025983.0540348
42100,33026412.193535082
42200,33026878.553738106
42300,33027329.099338263
42400,33027823.08906968
42500,33028294.50648476
42600,33028689.988799635
42700,33029156.777011313
42800,33029540.79455959
42900,33030022.351135794
43000,33030445.283188395
43100,33030885.71593685
43200,33031389.56939216
43300,33031804.464056216
43400,33032229.37476592
43500,33032727.71577402
43600,33033191.797356002
43700,33033667.88532178
43800,33034122.27112609
43900,33034622.867253505
44000,33035066.411440484
44100,33035519.07762674
44200,33035985.81404635
44300,33036380.106211334
44400,33036795.398811277
44500,33037239.514680836
44600,33037687.204047028
44700,33038123.093123827
44800,33038610.679893512
44900,33038995.061925903
45000,33039434.870885637
45100,33039849.550878596
45200,33040269.984235834
45300,33040734.168121755
45400,33041212.25681966
45500,33041649.698806316
45600,33042086.55552036
45700,33042540.967572913
45800,33042999.72863464
45900,33043425.2931911
46000,33043909.286615536
46100,33044384.7604895
46200,33044799.634622183
46300,33045241.925599422
46400,33045727.922797192
46500,33046150.308686778
46600,33046599.843371857
46700,33047016.569262143
46800,33047458.930659838
46900,33047879.37687225
47000,33048378.537229326
47100,33048775.17073857
47200,33049255.23027377
47300,33049722.08889003
47400,33050125.221399233
47500,33050584.46354756
47600,33051064.69317008
47700,33051535.275934372
47800,33051995.331574384
47900,33052449.828957252
48000,33052922.721045192
48100,33053387.888680145
48200,33053902.41735405
48300,33054380.689284727
48400,33054825.46210239
48500,33055305.300813653
48600,33055748.33425209
48700,33056184.77183748
48800,33056665.588758145
48900,33057154.011100285
49000,33057648.21220219
49100,33058098.74457175
49200,33058502.670657568
49300,33058984.67382094
49400,33059470.01819698
49500,33059884.106573537
49600,33060360.614608973
49700,33060825.56655281
49800,33061289.09533755
49900,33061723.68783473
50000,33062162.084914044
50100,33062607.475199487
50200,33063059.61259579
50300,33063496.3177029
50400,33063940.830678992
50500,33064410.85473326
50600,33064871.68974001
50700,33065326.196560785
50800,33065839.095249753
50900,33066301.909745168
51000,33066760.96744868
51100,33067163.82332408
51200,33067645.65508113
51300,33068073.360117514
51400,33068506.776379086
51500,33068962.170141503
51600,33069415.490039185
51700,33069916.086931497
51800,33070362.3367241
51900,33070769.24566367
52000,33071257.398212697
52100,33071711.7934064
52200,33072175.1888512
52300,33072652.609768044
52400,33073097.65009236
52500,33073534.535666943
52600,33073991.24439107
52700,33074428.745043714
52800,33074849.401078306
52900,33075354.697468776
53000,33075745.70018779
53100,33076223.54691218
53200,33076682.758452427
53300,33077092.47003864
53400,33077541.795111183
53500,33077977.908662893
53600,33078475.095898274
53700,33078871.44242789
53800,33079318.41142807
53900,33079740.81990759
54000,33080222.12134097
54100,33080727.572042074
54200,33081196.361290146
54300,33081645.90794352
54400,33082081.771712583
54500,33082558.312087577
54600,33083002.327899683
54700,33083493.85625037
54800,33083891.928427592
54900,33084297.69254057
55000,33084715.680578407
55100,33085154.11679693
55200,33085629.09846737
55300,33086030.495263115
55400,33086517.8109358
55500,33086958.215616517
55600,33087350.59336475
55700,33087758.092782293
55800,33088238.227117367
55900,33088724.4183828
56000,33089200.408499867
56100,33089659.53467511
56200,33090091.978262175
56300,33090512.365832318
56400,33090962.413071215
56500,33091397.110126037
56600,33091807.947899234
56700,33092291.5742789
56800,33092734.451525122
56900,33093215.43916768
57000,33093710.1046748
57100,33094185.00630124
57200,33094637.793644175
57300,33095079.187979236
57400,33095517.343402717
57500,33095922.082366895
57600,33096443.36358234
57700,33096854.732270762
57800,33097318.552661926
57900,33097747.195863787
58000,33098214.582170356
58100,33098730.235871825
58200,33099177.401818987
58300,33099589.599008273
58400,33100068.30704509
58500,33100546.678462997
58600,33101009.299298506
58700,33101514.419082563
58800,33101941.77116308
58900,33102393.85670926
59000,33102846.482825935
59100,33103323.697923988
59200,33103771.805209924
59300,33104249.045520805
59400,33104683.635975048
59500,33105111.69313221
59600,33105583.80462712
59700,33106037.588386238
59800,33106532.135723066
59900,33106939.29003688
60000,33107407.628567062
60100,33107813.064247765
60200,33108266.03778624
60300,33108666.49615867
60400,33109084.463478707
60500,33109505.174693692
60600,33109949.668318927
60700,33110377.75619502
60800,33110834.813663095
60900,33111278.472543146
61000,33111791.987570774
61100,33112250.031066302
61200,33112712.95180613
61300,33113204.11208645
61400,33113654.32239485
61500,33114147.524921224
61600,33114576.86500894
61700,33115050.114169493
61800,33115467.512075268
61900,33115961.236867223
62000,33116435.159545936
62100,33116938.458456654
62200,33117381.98461359
62300,33117825.143890403
62400,33118316.762014844
62500,33118785.546589427
62600,33119208.288125664
62700,33119700.027655326
62800,33120126.64755472
62900,33120598.86962009
63000,33121031.722883396
63100,33121467.35910219
63200,33121901.273933362
63300,33122357.101342943
63400,33122783.157232836
63500,33123206.181955833
63600,33123632.483229972
63700,33124030.496991232
63800,33124513.534262076
63900,33125006.992152408
64000,33125453.479749538
64100,33125908.142978773
64200,33126375.565489817
64300,33126840.567110892
64400,33127281.698937684
64500,33127755.966793235
64600,33128191.915512085
64700,33128618.49698885
64800,33129040.892019495
64900,33129494.216617502
65000,33129897.471498333
65100,33130332.21254617
65200,33130767.45517519
65300,33131240.508769453
65400,33131688.012182128
65500,33132107.288008474
65600,33132535.999478854
65700,33132956.059783358
65800,33133380.807773996
65900,33133832.915353343
66000,33134302.05093627
66100,33134752.702017847
66200,33135180.62765268
66300,33135646.390354205
66400,33136121.187554345
66500,33136593.461382832
66600,33137018.12788887
66700,33137444.66816789
66800,33137909.46991674
66900,33138354.03938148
67000,33138788.975854114
67100,33139219.82289615
67200,33139663.12409417
67300,33140120.92010613
67400,33140600.434290808
67500,33141064.85658649
67600,33141498.19699912
67700,33141962.783230968
67800,33142407.96090046
67900,33142843.97869799
68000,33143330.957436334
68100,33143755.085483048
68200,33144204.42715087
68300,33144613.0792129
68400,33145088.32599516
68500,33145576.503452566
68600,33146017.358517446
68700,33146455.118457288
68800,33146903.950055487
68900,33147354.090216964
69000,33147777.330679037
69100,33148198.433053058
69200,33148641.34235807
69300,33149064.09974549
69400,33149489.800904315
69500,33149921.921664342
69600,33150366.92216991
69700,33150762.891108304
69800,33151226.961478814
69900,33151675.062994782
70000,33152135.71449564
